,keyword,text,lat,long,census,comp,category,LILATracts_1And10,county
127,chicken,"@hellofresh Monterey Jack Chicken Sandwich. With Balsamic Onions &amp; Potato Wedges. I  added extra cheese, garlic with the onions, &amp; sliced Avocado #itsinthebag #hellofreshpics ",47.6046,-122.3308,53033008100,0.0,healthy,0,53033
128,fish,"Seattle. What can I say... I was sleepless, there was beautiful weather this weekend, the water puts the bay to shame, there was great food, better coffee, saw some fish thrown around, ",47.6046,-122.3308,53033008100,0.8316,healthy,0,53033
129,fish,"Seattle Food Appreciation Post 


Fish Tacos are the most underrated taco (next to cactus). Coffee is a city treasure. 

#biscuitsandgravy #biscuitbitchseattle #biscuitbitch #bbq ",47.6046,-122.3308,53033008100,0.6705,healthy,0,53033
130,fish,"Do you know where the fish are? #seattle @ Central Waterfront, Seattle ",47.6064,-122.34,53033008100,0.0,healthy,0,53033
131,fish,"Seattle architecture is amazing!  Finished the day with Fish/chips at a corner bar!  Im done! @ Seattle, Washington ",47.6046,-122.3308,53033008100,0.6884,healthy,0,53033
132,fish,Our blue School of Fish swims across our wares and graces your table with deep-water wonder. While Blue Lucy wraps her arms around our creamy white porcelain travel and handled mugs... We ,47.60584476,-122.33709812,53033008100,0.3818,healthy,0,53033
133,fish,"Fish market. #pikeplacemarket #seatle #jewandthesioux @ Seattle, Washington ",47.6046,-122.3308,53033008100,0.0,healthy,0,53033
134,meat,Beautiful display for a recent Private Event #seattle #washingtonstate #chef #cheflife #smithtower #pnw #pnwonderland #pnwfood #cheese #meat #charcuterie #charcuterieboard #food #foodporn ,47.601934,-122.33196299999999,53033008100,0.5994,healthy,0,53033
135,milk,"That moment when you grab your almond milk out of the fridge and it's frozen solid  @ Seattle, Washington ",47.6046,-122.3308,53033008100,0.1531,healthy,0,53033
136,orange,We have the the best customers! Brother and sister stop by ORANGE DRACULA before the concert! Downstairs in the Pike Place Market #orangedracula #pikeplacemarket #goth #rave @ Orange Dracula ,47.6087,-122.34103999999999,53033008100,0.555,healthy,0,53033
137,orange,Drinking a Superfuzz Blood Orange Pale by @ElysianBrewing @ The Crab Pot  ,47.606,-122.34100000000001,53033008100,0.0,healthy,0,53033
138,orange,"#becolorsmart

This is a double complementary, if you drew over the color wheel you'd draw a rectangle and pick a color at each corner. Blue and orange as well as yellow and purple are ",47.6046,-122.3308,53033008100,0.2732,healthy,0,53033
139,vegetable,'Choosy' moms choose sugar and hydrogenated vegetable oils. #Jif ,47.60621,-122.33207,53033008100,0.0,healthy,0,53033
140,pork,I just wrestled 9lbs of bone-in pork butt into the crock pot and slathered it with a five-spice based dry rub. I cant remember when we bought this pork shoulder but I remember hauling it ,47.6046,-122.3308,53033008100,0.0,healthy,0,53033
141,turkey,Got a taste of Turkey today with some beef pides in misscafe.seattle with @savorseattle and the @pike_place tour  enjoyed this and a handful of other stops during my last full day here ,47.609390000000005,-122.3408,53033008100,0.4019,healthy,0,53033
142,apple,"New Apple Watch band: Reflective Teal Tint Nike Sport Loop. #apple #watch #seattle #seattleite #tom_apple @ Seattle, Washington ",47.6046,-122.3308,53033008100,0.0,healthy,0,53033
143,beef,Hit up the target downtown today so I took a quick detour under pike place to pick up some curried beef and barbecue pork hom bow to bring home for a nice lunch treat. This crispy top ,47.6046,-122.3308,53033008100,0.743,healthy,0,53033
144,cherry,"GIVEAWAY So excited for this one! Im going to be giving away a functional nutrition consult this Sunday, March 31st at the Cherry Blossom 5k
.
Ill be at the event w/ the wonderful ",47.6046,-122.3308,53033008100,0.7419,healthy,0,53033
145,cherry,"Spring, cherry blossoms, etc. @ Seattle Art Museum ",47.60733878,-122.33812546,53033008100,0.0,healthy,0,53033
146,chicken,"Perfect @shakeshack burger in front of the needle.  The chicken nuggets reminded me of elevated Chick-fil-A. Well done. @ Seattle, Washington ",47.6046,-122.3308,53033008100,0.7003,healthy,0,53033
147,fish,Me &amp; Fish #BAE at the World Famous Pike Place Fish Market  #TBT #MyPotsAlwaysClickin DM for private dining / special events. YouTube  cooking channel coming ,47.60897735,-122.34082321,53033008100,0.4019,healthy,0,53033
148,fish,"Its a tourist trap but still worth visiting if you are visiting Seattle. Lots of stalls with great food, the gum wall and of course the fish throwing. @ Pike Place Market ",47.609232,-122.34096936,53033008100,0.81,healthy,0,53033
149,orange,Take a peek into ORANGE DRACULA - downstairs in the Pike Place Market! #pikeplacemarket #orangedracula #goth #punk @ Orange Dracula ,47.6087,-122.34104,53033008100,0.0,healthy,0,53033
150,pork,Hit up the target downtown today so I took a quick detour under pike place to pick up some curried beef and barbecue pork hom bow to bring home for a nice lunch treat. This crispy top ,47.6046,-122.3308,53033008100,0.743,healthy,0,53033
151,almond,"The Vegball Sub (garlic fennel veggballs, basil almond ricotta &amp; marinara) at the Dingers Deli one year anniversary party! @ Dingers Deli ",45.51679,-122.61838,41051001400,0.4574,healthy,0,41051
152,almond,"Itz Sweet  Saturday!
.
Who said  this glass was for wine ?
.
I think  itz great forice cream!
.
This week Im sampling the Chocolate  Almond Crunch  flavor from my Chocoholic ",41.6503,-83.5401,39095002800,0.8264,healthy,0,39095
153,almond,"Sheri's desserts: Orange Cardamom Pistachio Cake and Almond Joy Cake   #twEATs #foodporn @ Arvada, Colorado ",39.82,-105.111,08059010303,0.5859,healthy,0,08059
154,asparagus,"Yoshimura family birthdays dinner: Prime Rib, Grilled Romaine Salad w/ Goegonzola Balsamic Vinegar Dressing, Asparagus &amp; four carbs: Crispy Potatoes w/ Pancetta, Rice, Risotto &amp; bread (&amp; ",39.82,-105.111,08059010303,0.0,healthy,0,08059
155,orange,"Sheri's desserts: Orange Cardamom Pistachio Cake and Almond Joy Cake   #twEATs #foodporn @ Arvada, Colorado ",39.82,-105.111,08059010303,0.5859,healthy,0,08059
156,rice,"Yoshimura family birthdays dinner: Prime Rib, Grilled Romaine Salad w/ Goegonzola Balsamic Vinegar Dressing, Asparagus &amp; four carbs: Crispy Potatoes w/ Pancetta, Rice, Risotto &amp; bread (&amp; ",39.82,-105.111,08059010303,0.0,healthy,0,08059
157,almond,Can't believe I never tried this. The almond adds something different than what they've done before. Delicious. - Drinking a This Time Tomorrow by @Culminationbrew at @culminationbrew   ,45.5289,-122.64399999999999,41051002000,0.5719,healthy,0,41051
158,almond,"Use Almond oil to keep you cuticles moisturized

Papers, fabric, and harsh cleaners can reak  havoc on your skin and cuticle area. Be sure to replace your ",39.90599,-74.93890999999999,34005704005,-0.6705,healthy,0,34005
159,almond,"Calling all Vegans and people needing to eat Dairy-Free! We will be sampling out an Almond based Vegan Ice Cream Sunday the 31st from 10-2!
Come tell us what you think :) Tell your ",47.74430459,-117.40190122,53063011102,0.555,healthy,0,53063
160,avocado,"Fannies Ice Pops are in our freezer case! We have Strawberry, Coffee, Blueberry Lemon, Pineapple, Chocolate Avocado and Pineapple. They are delicious!!!
#glutenfree #smallbusiness ",47.74430459,-117.40190122,53063011102,0.7067,healthy,0,53063
161,blueberry,"Fannies Ice Pops are in our freezer case! We have Strawberry, Coffee, Blueberry Lemon, Pineapple, Chocolate Avocado and Pineapple. They are delicious!!!
#glutenfree #smallbusiness ",47.74430459,-117.40190122,53063011102,0.7067,healthy,0,53063
162,almond,"I mean, it was free. - Drinking a Michelob ULTRA by @AnheuserBusch @ Almond Tree Inn   ",24.5512,-81.7986,12087972600,0.5106,healthy,0,12087
163,almond,A quick bite....  #Peach #IcedTea #Pear #Almond #Turnover #KeyWest #Florida #FirstTimeHere #MunchALee #MunchALaa #HighlyRecommended #Duall2019 @ La Grignote ,24.54897,-81.79747990000001,12087972600,0.0,healthy,0,12087
164,almond,"Vegan Protein Balls

- 2 cups of my favorite vegan protein powder
-10 oz agave 
- 2 cups almond butter
-1 1/2 cups gluten free oats

On low heat - combine almond butter and agave 

Remove ",39.105,-84.7244,21015070401,0.6369,healthy,0,21015
165,oats,"Vegan Protein Balls

- 2 cups of my favorite vegan protein powder
-10 oz agave 
- 2 cups almond butter
-1 1/2 cups gluten free oats

On low heat - combine almond butter and agave 

Remove ",39.105,-84.7244,21015070401,0.6369,healthy,0,21015
166,almond,"""That's delicious... and I don't even like almond butter.""

-Satisfied customer at the National Heirloom Expo

Our sprouted almond butter is radically different ",36.97205,-122.026252,06087101000,0.1754,healthy,0,06087
167,cherry,"Cherry Blossom Boy
   ",36.97205,-122.026252,06087101000,0.0,healthy,0,06087
168,orange," I think theyre pretty dope!  And surprisingly wearable since its basically a black and grey shoe.  But the orange hits help it stand out.  Dope shoe overall 
-
#aj1 #hypercrimson ",36.97205,-122.026252,06087101000,0.8221,healthy,0,06087
169,almond,Introducing the almond supreme salad Stylee. Ask for it by name and allow your inner smile to resume. #veganflavacafe #whatchueating #flava #livefoodflava #rawfoodieswelcomed @ Vegan Flava ,36.020608700000004,-78.91336481,37063000301,0.7906,healthy,0,37063
170,almond,"Nice BBA taste, but not overly strong. Sweet, with prominent almond and marshmallow flavor. I like this one a lot. - Drinking a So Happens It's Dessert by @thebruery at @thebruery   ",33.8623,-117.87899999999999,06059011722,0.0841,healthy,0,06059
171,apple,"#prairieartisanales - Apple Brandy Barrel aged Noir. (limit 1 - no holds) this will be going fast. 
#beer #beers #beergasm #beerstagram #beersnob #craftbeer #craftbeerporn ",33.86108,-117.87978999999999,06059011722,-0.296,healthy,0,06059
172,milk,"Its good, but the flavor didnt impress me as much as So It Happens Its Dessert. - Drinking a So Happens It's Cereal Milk by @thebruery at @thebruery   ",33.8623,-117.87899999999999,06059011722,-0.2867,healthy,0,06059
173,peanut butter,"Very subtle chocolate, peanut butter is more pronounced. Not as good as it sounds. - Drinking a Hold the Spoon by @thebruery at @thebruery   ",33.8623,-117.87899999999999,06059011722,-0.3412,healthy,0,06059
174,blueberry,"#moonrakerbrewing 
- All Hops On Desk  West Coast IPA
- Blueberry Mosaic Milkshake 
- Zam Bone 
- Girls Just Wanna have Fun Triple 
#beer #beers #beergasm #beerstagram #beersnob ",33.86108,-117.87979,06059011722,0.5106,healthy,0,06059
175,orange,"#foreignobjectsbeer 
- Chaos Therapy 
- The Gold Dust Rush 
- Dream time Haruspex
#grimmbrewing - Black Berry Orange Pop
#beer #beers #beergasm #beerstagram #beersnob #craftbeer ",33.86108,-117.87979,06059011722,-0.4019,healthy,0,06059
176,almond,Almond Sparkling Wine Candied Jalapeo Shooter #FortWorth #Stockyards #Cowtown @ Cowtown Winery ,32.78907,-97.34966,48439100300,0.296,healthy,0,48439
177,beef,"[Hookers Grill - Fort Worth, TX] Oklahoma Onion Burger - Two all beef patties smashed with thinly sliced white onion, American cheese, crispy bacon, yellow mustard, pickles. @ ",32.7887,-97.3511599,48439100300,0.2263,healthy,0,48439
178,almond,"Ingredients for our blueberry cobbler cups: organic blueberries, coconut milk (coconut, water), lemon juice, raw coconut oil, real vanilla, sea salt. 
Almond topping ",45.58293913,-122.68718291,41051003801,0.0,healthy,0,41051
179,blueberry,"Ingredients for our blueberry cobbler cups: organic blueberries, coconut milk (coconut, water), lemon juice, raw coconut oil, real vanilla, sea salt. 
Almond topping ",45.58293913,-122.68718291,41051003801,0.0,healthy,0,41051
180,milk,"Ingredients for our blueberry cobbler cups: organic blueberries, coconut milk (coconut, water), lemon juice, raw coconut oil, real vanilla, sea salt. 
Almond topping ",45.58293913,-122.68718291,41051003801,0.0,healthy,0,41051
181,almond,"Good morning, Manhattan! Cafe au lait  and almond croissants from @maisonkayserusa in bed with the window cracked to the sounds of the city below. Perfect spring temperatures. Art in the ",40.7779,-73.9675,36061014300,0.784,healthy,0,36061
182,apple,all they fucking added was a wireless case and hey Siri Im over Apple. ,40.80038452,-73.95827667,36061014300,0.0,healthy,0,36061
183,apple,"Tell me are you out....are you out tonight?
(A.Y.O is available on Apple Music/Amazon/Spotify/GooglePlay)




#weekend #sitting #fridaynight #saturday #keyboardist #singersongwriter ",40.7779,-73.9675,36061014300,0.0,healthy,0,36061
184,avocado,"Spectacularly fun Saturday in the big city (part 1!). Avocado toast, Oprah+Chopra, On the bus, In the park...and laughter &amp; gratitude (and Bubbles) &amp; Grace at every turn! ",40.77216997,-73.97749426,36061014300,0.9214,healthy,0,36061
185,chicken,If it were Rupauls Best Friend Race...youd be my Winner Winner Chicken Dinner! I am thankful EVERY DAY to have you in my life Andrew!! Its hard to find a friend that lifts you up but ,40.7779,-73.9675,36061014300,0.9123,healthy,0,36061
186,fish,"For Louie the cat, choosing a favorite style is easy: Gala Respokes made from a Herms fish print scarf scarf 

Now Available at @bergdorfs @ Manhattan, New York ",40.7779,-73.9675,36061014300,0.7096,healthy,0,36061
187,mango,"Have you guys ordered my cocktail yet through @AmCocktailCo ?! 
-
My recipes goes by, Burnt Punch!
1. @smirnoffus Passion Fruit Vodka
2. American Cocktail Co Peach/Mango Mixer
3. ",40.7779,-73.9675,36061014300,0.555,healthy,0,36061
188,grapes,"Want to live a long healthy life Eat more  #grapes are the reason researchers claim drinking  at dinner can add years to your life 
.
Besides this find, consuming more  can ",40.7779,-73.9675,36061014300,0.4588,healthy,0,36061
189,fruit,"Dragon fruit at the local market. 
How do you turn that into a cocktail  ?
#dragonfruit  @ Manhattan, New York ",40.7779,-73.9675,36061014300,0.0,healthy,0,36061
190,fruit,"Have you guys ordered my cocktail yet through @AmCocktailCo ?! 
-
My recipes goes by, Burnt Punch!
1. @smirnoffus Passion Fruit Vodka
2. American Cocktail Co Peach/Mango Mixer
3. ",40.7779,-73.9675,36061014300,0.555,healthy,0,36061
191,pork,"#vegetarian eats for #saturdaynight !! 
Yummy  
#Pork ,  #sweetpotatorice , and #BabySpinach    
[Swipe]
Thank You to ...
@gardein 
@greengiant 
taylorfarmsorganic 
#bariatric
#wellness ",40.7779,-73.9675,36061014300,0.7568,healthy,0,36061
192,apple,"'' The Big Apple ''  ( Reflection ) Manhattan, NYC. Wednesday  March  27, 2019. 5:09 PM ( 49 Degrees ).  Ruben Natal-San Miguel .All Rights Reserved. NO - Facebook, nor Instagram may not ",40.7779,-73.9675,36061014300,-0.4466,healthy,0,36061
193,apple,Taxi excitement bc I'm on way to Q from the Big Apple and I get to hang with my buddy CoCo courtneykhondabiqvc tonight for #PMStyle! We're definitely bringing the style with the ,40.7779,-73.9675,36061014300,0.7345,healthy,0,36061
194,apple,Apple AirPods 2.0- Thank you I love new toys! Bought today at the flagship store on Fifth Ave. @ Central Park Manhatan ,40.76645439,-73.97660212,36061014300,0.8122,healthy,0,36061
195,apple,"It was an utmost pleasure to meet @badassboz at the wash.gala

I admire her because having worked for Pepsi,Beats,itunes/Apple music,Uber and currently as CMO for Endeavor,she has remained ",40.7779,-73.9675,36061014300,0.7783,healthy,0,36061
196,beef,"#ad Growing up near ranching country in Alberta, Canada, I was always a fan of beef jerky. But now that Ive discovered @stryvebiltong, Im never going back to ",40.76645439,-73.97660212,36061014300,0.4588,healthy,0,36061
197,mushroom,Not since my tre colori lasagne have I been this passionate about a spin on the classic. Omg! Wild mushroom burrata is the best thing to happen to lasagne. #lasagne #burrata #mushrooms ,40.7779,-73.9675,36061014300,0.8588,healthy,0,36061
198,rice,"S h e l l F I S H rice bowl at F U K U R O U

#Ricebowl #shellfish #foodporn
.
.
.
.
.
.
.
#newyork #nyc #manhattan #japanesefood #food #instagood #love #foodgasm #foodie #hungry ",40.7779,-73.9675,36061014300,0.0,healthy,0,36061
199,turkey,"#turkey #nemran #amiryan #ancient-sites #mysterious #writing 
#screenwriting 
#tvwriting
#amediting
#amwriting
#amrewriting
#writingmusic
#scriptnotes
#scriptchat
#nycgratitude @ ",40.7779,-73.9675,36061014300,0.0,healthy,0,36061
200,almond,"Almond tree has successfully fruited cannot wait to taste them  #bayarea #gardener #tropicalgreenhouse @HT_Glass #htglass #hellatwisted @ Sunnyvale, California ",37.372,-122.02600000000001,06085508602,0.4939,healthy,0,06085
